Domain	Phylum	Class	Order	Family	Genus
7d32c38c9f83064e0e6d77d24b771035	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
a43886509dd72545c320e51fccdc7f1f	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales	Aenigmarchaeales_fa	Aenigmarchaeales_fa_unclassified
a791e03f03f579f5dd7b12dc24c4860a	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
c18b8003147484f42f5d29fc6f831558	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio
5cdf490dd59b65fb6675451351ea70f2	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
0d2cb318594a2e7f873aafa9eb34e190	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
92c08510dca8d5c638498daf844a1eba	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified
700248ad7390ff83998dabb04c356cdd	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thioalkalimicrobium
6225f44f7c49aa638bfbfb7ecac5e946	Bacteria	Chloroflexi	Dehalococcoidia	661239	661239_fa	661239_ge
7ee2cfc9a070c2deaa6f8dea79aa1f92	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae_unclassified
f803dc187fcd70eacde6df8538348f8b	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
11f4cd3e62ea79906c4cfcef4f0219d8	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
00cb23211f633c97a5e446baf397a8c7	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
5106f369c6a030df631c5acb1e312649	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcales_unclassified	Micrococcales_unclassified
94237d4dfdf785641f208c35c41f32b3	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales_unclassified	Omnitrophales_unclassified
570d00720f682f9af03dcb9a5bfd0127	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
f835d6cfcb03ddcf1378077fe9889b59	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
dbe03d6336ad98ddad9b683714a2fa8b	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacterales_unclassified	Campylobacterales_unclassified
95545df9db1fe4386a7b6914b54be276	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga
21f050626a500cdc725a013957f50ea5	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41_fa	WCHB1-41_ge
d747b511e3efc5062bf0daea0810122c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
89e4e18cb5b090de1f8f4fb72ed21263	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
66af6183bd376402e4c570ff882fe7c5	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella
5cdfa7f10ed036dfd185204ad5c2a9d4	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcaceae_unclassified
99cb944475454d6a28bb645400fba3e9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Buchnera
be4a90a2fe9a5c460cb5cd1df863ee4c	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales_fa	Kapabacteriales_ge
966d6b43cd03823fd9e1d442fea49915	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
c3934c31273da56f9bbad8da65231f74	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcales_unclassified	Micrococcales_unclassified
fbb0cdb39ea991dd3b92e4f87653722f	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea
cfa8c2348a7e1e2ea7b8ba82f6358735	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermovirga
a4292db80db26a55e9238150a01b649d	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
af7e7c2b792593dde610d820947ae378	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales_fa	Kapabacteriales_ge
51335a2ff604f2fcd1cadce1c5c626cd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Oligotropha
e538934ae1d13224b3b6c128ccc300cd	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b3b7e7000f18d5b7499a061f278f5292	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae_unclassified
3295ebc1e78074ea1a97cc63082426fa	Bacteria	Planctomycetota	Pla4_lineage	Pla4_lineage_or	Pla4_lineage_fa	Pla4_lineage_ge
66c85145dc58441f75634a937248974d	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsaceae_unclassified
e441052929d2a15c82294b65db3d9a0b	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	S15A-MN91	S15A-MN91_ge
a63dac72849d37e3b6ad977d4b9415af	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae_unclassified
a296e819067937a139bab4116420a09e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
a73304b027a992ddba6ed30f201f35d2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
c6f7b705c7c0ab0ca695b79845548f36	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
736e7a501c1febd91fafd968d63048b4	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
7a1fbfb2cdd7678e1204e8895e11979d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
fe2ec5f3e81537cfcf1c425536670945	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_unclassified	Ignavibacteriales_unclassified
fb5a9a8748cd4427d82ede68bd136c02	Bacteria	Patescibacteria	Parcubacteria	Paceibacterales	Paceibacteraceae	Candidatus_Paceibacter
836255f1c76a12825a4f767a0f947e2b	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b8b8a632a9bd331a49366d62f6e8bd37	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
ae8c19be088600bbc6a86877d0145848	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
dac17f6c7bf39477f64fa561c2b795a2	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
53ba39f7bb480acf3ecec2badec7d081	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
55e23f322123c3526e034798b1150c2c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
2d57f91dde910ff44ef85e60925dc1c3	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
17853ae394dd5f334c374aeb4245b889	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woykebacteria	Candidatus_Woykebacteria_fa	Candidatus_Woykebacteria_ge
95b0d3a9c97aeb616264f67d4f123355	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
7479c72a39de12f890c4b760eaabb447	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
1e16ae2b0938456bf08f0d4bd6884f40	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
a9289d5c8ab95abf63c3211007c8f767	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	ANME-2a-2b	ANME-2a-2b_unclassified
9eb46be0e4078021bbae0a93e198e02c	Bacteria	Planctomycetota	vadinHA49	vadinHA49_or	vadinHA49_fa	vadinHA49_ge
adda0c82377e95888cc08d798b9be0b9	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b82c7e0d4db4df3603b69b6c30e0a2f0	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
0091b2a5eca1502b63f50ecb5e68186e	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Alkalicoccus
684ed16f4ee284e0a0b94cb18bc256e0	Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified
259333a1b0d91fbe247ea92bea2608a0	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
034b275f2a1e7b711ba7dcba60b9190b	Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified
162ae5c2ac8e56bfb3b8aac487c70089	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
d5e029f202b341a4aaaaaa6c86b6ed31	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
d92720b64aa234c6af3dbc9e5761a742	Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified
b7041db8f9a54ad3e1d91de5084d75c8	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
d6b6fc681ab208ef0f24bdf8b6bd819c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
e64ce5e9291129066bcbc22dd48541bb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae_unclassified
82d330e29dbc8198fe159e769329e3df	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
f48d6d10e6da68982c712058a8d4f99b	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_fa	Woesearchaeales_ge
91565a0d4c55ea68d1eec37fdb818a9e	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcaceae_unclassified
3f348034b1a7cac88bb28e70a552e7d8	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
583ddb6e5dab34d7ccde11920477e548	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
911d04e80bb4e215c3c87c1da93ad4bc	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
6a3eff302184706113b6fb4e418398b3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales_unclassified	Peptostreptococcales-Tissierellales_unclassified
058dc68e7d1b7ea8eafea396d22caf7f	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
a302f51112910c9426a5ddc26b8d7db2	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
773ed4b0081abf441c910ee25007f7a6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
06783be6f45faffa87ad3aca75385cab	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b9fc5699d6a6cb507f0c96b354ab8e8c	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
64cce587c4d0212359f4ffbc6282f45e	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae_ge
7ea3d1587be052cff4d0fa9bac403bfc	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
095343f42a73e7d3190b8f6677fe9b10	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
4a80caa7140c0d8b623e5d1e1b8d36c5	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
017a5034e7a067fa47be4bfbe41b4a02	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
2beb37d779e487b64dd2fb3195374a52	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_unclassified	Ignavibacteriales_unclassified
100919a40a5b0c8962e28b09d3059aeb	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
13a47c51863e014246e8c2ff45967b4d	Bacteria	Caldatribacteriota	JS1	JS1_or	JS1_fa	JS1_ge
c9af2ad57497b147f83d08e4a817af78	Bacteria	Patescibacteria	WWE3	WWE3_or	WWE3_fa	WWE3_ge
cc69a1a6e620848663228713b67d0e25	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
bd4121d839d225e73c2ddb24f84d2155	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
17f30e5783df075a3974b2b1ee199fa4	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
bfda667b34f7764a8d014141770f28a4	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
03c1d795eec7496e94fa733a2106ec73	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
9d0fa0d5dfcd3b782b8fe0b323c66b33	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
9d50141e9f867c8dd835fe463dd31608	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
fa7550b7ecb6ce3e552708d91ec9a2b4	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
fcd2ef0bbf677de398034bf0d1edb343	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
9092a692327f5861ab627bda0a5ba054	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
c4b4f6c96c78f8e4d7594d40d2e31576	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
dd396dcf935607b590f1c2a11a9fd94a	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	koll11_ge
65310b5940f70ded77408c3d86953ab8	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
7f32560644a689d185fe026768017917	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
201c9ccff7036c7912a79a9e37b1d700	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
40dc035017527aef460fc098dbaa3545	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
9ad3c53d1a6a94e437ab3b48e63a506f	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b823440561eee170093bb861642a78ef	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
fac2a3c1722549724c857f0def235e37	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
38c706e72ae554f63d5b37477fbe7e87	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
22216a4e2885ad498a3b83183b515c35	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
a04fee754a6f60883e621575b66a5cef	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
1f9c22f86c7bca61c403647339388c19	Bacteria	Patescibacteria	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified	Patescibacteria_unclassified
c8ead6d5de6e90c3ad6b4cda7757960e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
6af92689382ddede5a78d09df60eb912	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
a754a67f2a319478c7c8d1563613fbc1	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21
2749f096e1286e21348c35f8b6f0e0da	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
fe0c2a5926d1821afafb62b44877dc20	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	GWC2-45-44	GWC2-45-44_ge
001a28215bfe97e930f5a3193107042a	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified
4744c64dbc1fbb3177d0da081e237968	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
3a4540785004cdd0126841b8fffe839d	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	CG1-02-32-21	CG1-02-32-21_ge
3d2c2594a0d1e4b2f8fad4da3c3ee9ce	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
8f43010f87d9c8b769d25586693834c4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
7d7b858d796819a7d383d423448906f2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified
c907895038b730d63ecff861213a8642	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
cea3f8812c4a7dfe2b0b8b69b9cd1659	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneolaceae_unclassified
faa47e9ecb4c4182ad2ba66b24bec055	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
c14711f6fc33919a3ce99636a1570bd1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium
77eebbec6b9bfd7e75d2919449f3754d	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria_fa	Candidatus_Kerfeldbacteria_ge
c1a5e2c0f2f2f5a50a7022e33d6f056a	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir3_lineage
277971cdf586d19ff62eebc58d40c915	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b009d66f5506bce44974e9d22275cf9a	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
4d9be38bf794304b03e1f6839e4268d7	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
5120f713ab83079399dd8cb34efa80b6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
ec0dd9f225b10f4850a713e55cd427d8	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Azambacteria	Candidatus_Azambacteria_fa	Candidatus_Azambacteria_ge
49121e6891dc9a655c4de567114a1a55	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
6029d50947b7294c5b1f9136da1a32b6	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
70bb5a68c3264c2f7835bf3c13eb568e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
9b2d3ad84cc1c315e5c07f0415519578	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
582cb6d982a27b6232fdc358b7861378	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
43195fdf1de57336f0213cc562d6e0b7	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nealsonbacteria	Candidatus_Nealsonbacteria_fa	Candidatus_Nealsonbacteria_ge
8ed79b829ed0418ccaf0f96f092db88e	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerae_unclassified	Phycisphaerae_unclassified	Phycisphaerae_unclassified
a093d45e48147283274fd9d78a0d6a6f	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
4e91ee33250bd419de300db08fbf3639	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
0ef0b17258fc0ebba86c1dcbc944c7cb	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbales_unclassified	Desulfobulbales_unclassified
beafde9f1923f2d25a9e619a6dc44226	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group_ge
7b9ceb3fd193f5f12dd8e67bdcae9f92	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
249a0559d946458930caa37fea60a9f0	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
c2290b3aa8cfd611225c96d09a0a9a86	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Beckwithbacteria	Candidatus_Beckwithbacteria_fa	Candidatus_Beckwithbacteria_ge
750bdb8aaef0f30c4a709fd9f2be4116	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
3b9822e9a522c6849b5ae23c86a29c98	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
beda00070aa321a35f2543f7de4ab41a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
9851addc0e982a82cfe00550ad40f06e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
cbf47bb81bf63ba9c4016788bf728326	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria_or	Berkelbacteria_fa	Berkelbacteria_ge
f4fee64b0fb4a526272405db2128a577	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
f3241f2a05357522215212a704465f52	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Anditalea
f2fcef3f7cfd00d91d8baa38eed81601	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
a66cc9cc469fc4d3da9be783e9b1fe89	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
ef661acf930c62ac33e85117f248ae0d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
2979a0209c017f0daf8864059eb5dd17	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
66ff165ff723c37632448025d58757e3	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b6a427057c0fbb4061b4e0f92a6ffd4c	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
3757a2daeec659f4f3997a59c07a4a7e	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
c886be915aa1ba609b4bbb8812fb290c	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclassified	Desulfobacterales_unclassified
9577a61b2c1ddcec4e04a841973dc37b	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
b67dfe9f76933b5a3fa682edadac6fcd	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
b43bd94d644ab308ad4a93d45346bf1a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiae_unclassified	Verrucomicrobiae_unclassified	Verrucomicrobiae_unclassified
94a1fdecddd80840b6b2f1b71d48887e	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
afdd54851e6500ed49a6fa62b863e9de	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
0d9f4268d4c6640c7b18a171a49ee9f3	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
de3848db494b0ca5d2138fa49434e277	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
