Domain	Phylum	Class	Order	Family	Genus
9343d800dd779f6c269904270316fdd2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas
d3e94e9debc32c4adbc7a3d86e105eb8	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptoraceae_ge
deeeec322c569261251724681b67da92	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
28f8e57cdaa914fbdfa597d2a942fb72	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	uncultured
91b246c1719fb4e8f18663ecc0e6e636	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas
c8b47dd32a71f326ad0bfa981948bab8	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Beckwithbacteria	Candidatus_Beckwithbacteria_fa	Candidatus_Beckwithbacteria_ge
65d291ca2607c1020b6623d859bbc295	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_unclassified	Babeliales_unclassified
e2dc318cb127ebeb9ece1ad43fdcdc8a	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	uncultured
fd3557cc0f1d522dca49a57803e4cb60	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B
c10cc4f5920e7a165bca0facc9d16d44	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
cda4db42480837ecd85614f1865f7f4e	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured_ge
b3bdfda71431d9aa441f1006ac32148c	Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified
c3dc94dd3f82186b8e5c8f2e6b8ebae6	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea
eb14344d3e83d6edcef566b856d35c80	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
a594a2db0ceea408a3931a4465c05420	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
da3b50d07ad4fb09f3967bf2f1a273ed	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
e2a94e140410ef572abebe5fc70ccd26	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadales_unclassified	Pseudomonadales_unclassified
e8d45cf7baac8273f07a5a764de586c1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Anditalea
94be5608f780287c14444091d54c4857	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17_ge
57a09abe0b6adbc43cf4bfb9783a5a42	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
b646e63b977d1c3a299e48badab0705c	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
afe949e89cbce31163fac1c39db11e16	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
13c872e20f597c1b3a9192b151654dd0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
f916bd8d60aa1e4eeba2c67d95201ff0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
47648e00d3536b828f8a90dd7af4a30a	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	uncultured
7d87e5886fe54be2a98b234ec4def30b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
d861ca6d8c4cc212bc14fb42bafbe8ce	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nodularia_PCC-9350
6336bb98d599d3097a2184047d0abf9a	Archaea	Halobacterota	Halobacteria	Halobacterales	Halococcaceae	Halalkalicoccus
1c6bf8efe709f63c28e0225da6870395	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
5e21251e094ba28363c972c1ae791b2a	Archaea	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified
12c5a73d0a271fabd994027ff87acb51	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
9452ab3c12f820383cf334d749f4c7d7	Bacteria	Chloroflexi	KD4-96	KD4-96_or	KD4-96_fa	KD4-96_ge
047c657152a91bd90e63d7c8c2d29b1c	Bacteria	Patescibacteria	ABY1	Candidatus_Falkowbacteria	Candidatus_Falkowbacteria_fa	Candidatus_Falkowbacteria_ge
a12994a311ebf1510c0679d0dbf8a622	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
19ff115eac18e3ea6cb517deea17c5a7	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Sva1033	Sva1033_ge
180bd1e3dc334d54ee9787dc0f154897	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriales_fa	TC1
3eb00620eb6d610e1713996a1b871f47	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	uncultured	uncultured_ge
8aa29e24735a1de50f0ae3dc0f17cbb8	Archaea	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified
87c6ab8b77d99d708afee9de68f92fc0	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_unclassified	Woesearchaeales_unclassified
ff50418a783d7eeb411333e511115520	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
c460be3d60a00d44597803bf671ca70f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea
cdaeb467cb4c3c9aa19529606d0a392c	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group_fa	Clostridia_vadinBB60_group_ge
7e237ec0f56deaeead3036a3b3d5d1ff	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus
8a018afda475621b0c9c5014d2d43320	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
e91f9dcba918d112a7f2425356199b32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
aa1d9feaadd968fce431d9894af7f39a	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospirales_fa	Oscillospirales_ge
8ec4395a6303694eb8549622e140a38e	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas
43a696fdae786e9ded1a5d4f63722de3	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
109b5e0cfd95a843ef1fa6b8ba976890	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV_fa	Lineage_IV_ge
c2b40191dc5702302a3e78f2ee0d37c3	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Klenkia
581d09ada0c6980718fc65424f9f8da5	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	uncultured
9be7c863284137bff5ccf9c5e038671e	Archaea	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified	Archaea_unclassified
2dc84a8db296bb9ea9c3896301db0732	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	uncultured_ge
a114592522e323c0d92f6f3d15d1c160	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
20485fec881374347f1ee7ed2526172b	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salipaludibacillus
a69e82cebe305dc10298df727898bf25	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ffe8cce6b622cc30de0841a804d688a1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacterium
5ee440467c33b03365ecad3fbd602376	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeales_unclassified	Micrarchaeales_unclassified
7d743d27637186189cfcf0c585ea274c	Bacteria	Deferrisomatota	Defferrisomatia	Defferrisomatales	Defferrisomataceae	Deferrisoma
39e0d24fec45096d9461535c0da8d4ea	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Candidatus_Moranbacteria_fa	Candidatus_Moranbacteria_ge
ef4be3511cab1aab07d95e707f22c91c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
92b4d5f6c6f73fa51b7ec350c41e25eb	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured
895d52fd63e94a34eab344ae241bec00	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
7a3d69b78dbc97a921dac98cbf437b56	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family_XI	Finegoldia
2ba148fd799a73dcde680560d3218dee	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
9bce4e690e0223e4be7e014d18c8178d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobiaceae_unclassified
f28a81219ee8c722e39ab099f48e5982	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Granulicella
b4ce388202d95e08bcdbd9cd353d57b7	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacteraceae_ge
abe47e03256fcae24d09b1969888d4ea	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4_ge
672697d2c68e702d22bee70f7f2b6d64	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_unclassified
1edbcf27babfa93b7b441f8041884420	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter
9cab87bc49ddeb6472294049cd75e044	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified
562edf3324fed67750a9499535027f82	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
3b3a5a8c296fe762c5ce4072a362b9b0	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured_ge
788969bf539c064c7b32d04069d3613a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
47ee0650659c965d3f9c425435e54b74	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas
ada02d678f7ee875a04f81d5adbd56d2	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41_fa	WCHB1-41_ge
d0565fdf483fd816666c4a439b4d9394	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
132d51d995ca314d920cbe37abb40633	Bacteria	Actinobacteriota	RBG-16-55-12	RBG-16-55-12_or	RBG-16-55-12_fa	RBG-16-55-12_ge
2a9df1247109799ef4ab99e8af14ece3	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	Euzebya
7fea65369803bf6e5464899a117d9aac	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus
ac61587d55bb577259c16a25b83e09c2	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified
55bc04542cdf02f5aef64071e59d31b0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Aquipuribacter
ba5d43c929936d75d8751e0c43e84b02	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina
e2dae34c8ff90e684708c20da9e96fb5	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
e1a540cfea5eab5b56da2af6edf19429	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas
73fd487094b014e4d30ae134afaad749	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
229cffc34c3589f16f7567b47a1a03c3	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group_ge
fe12b975e38d546ab2772e1d5b06cf43	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group_ge
8a8e965182f5c8c39571cdb3e93a3ebb	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter
83bf54c84e04a78d2dd3efd5642199c8	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	PAUC26f_fa	PAUC26f_ge
dd2028b7031992f11a927a9b66fd1c37	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified
4fa8f732914d64a2c6e284e3b15b9167	Bacteria	LCP-89	LCP-89_cl	LCP-89_or	LCP-89_fa	LCP-89_ge
1d927409512f0a85d3a2202388c05ab5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
21e8eaf3cf3754f403cff89ac9a7a3b1	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_unclassified	Babeliales_unclassified
e32422f28dfe3e03a3e7840785181db6	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	PAUC26f_fa	PAUC26f_ge
6b781b3bd65739cb18dbdd01b89ab43d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus
2e835a7d17cc2c3f63eaa76c965a23f9	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcales_Incertae_Sedis	Methylonatrum
0024d8854edee5611620650fa7c400ae	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus
e9cc4287fb9901a673c42a2354f93393	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
cc4c2ad4dc6070927b72e1d3eb953937	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2_ge
3439af65531b74ff953538587407763a	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae_unclassified
dc74959f68c6f7d6f46372e664de9dd1	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured_ge
6695b1afa30395e660da1281dd873ca1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
47042d140d9170cfa45849727d94f145	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	AB-539-J10_ge
1549eff32319162b163b7a48c7c21d3f	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
5b2e145cb2f32ed2c5bb3b030be24654	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	uncultured
63ebe90c898e8e425846f225f383b1e5	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
41edb64d14ead90132ffe002c2538727	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured
bf601110dba69c88259407389e17f720	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
e8c6799c8c83507479779f2ff4357f8f	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
71f18bc791f216cff397fffd1c58197a	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
da0a87973bf243f50692777feb90aebb	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
38ebc37773efc631ece53a614d447207	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
27b09330741a18c1d26131e5d9c1a06d	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
b89dbfe5c74375ff3d4922b41c470740	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
dae51e2ae5da97c05e5ed81c0bbc0b6f	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus
0558ce0942df9f9c7a3b20a41140363e	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
fad06b59471e923eb20a3c10ea155c41	Bacteria	WOR-1	WOR-1_cl	WOR-1_or	WOR-1_fa	WOR-1_ge
9aa6234eb7d9bc0c64acbf5081f250ec	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Alkalicoccus
804a0265410443d589802b34dabaebc2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
73e2ca227d551ca17dcf02b1e2e27bc1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
13ad4b6aa8e38e8115d5fa4e59784705	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
c992366f6593f4e16c89e391932ac278	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Megamonas
d6650305c8911fcc8cc2357f3777d866	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	uncultured
47b3d6f69ab3e367637b8f5aa0a0c071	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Hungateiclostridiaceae_unclassified
4415fcf1c3c8bf58593f97eb1fb40dba	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium
b227f7ee1f9712daeb409adc71a38eb1	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
7d8d9707b1cac66ef636b85883b4a5ab	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales_unclassified	Omnitrophales_unclassified
48bc247063eb78d48ce16b6aa9d8cb82	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
c1ccc6abc89457f26339e3b7c6ff4261	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_unclassified
08f540cfa6dbf656e9532343c1bebd3e	Bacteria	Patescibacteria	CPR2	CPR2_or	CPR2_fa	CPR2_ge
40db6c7e5e9ce1fbe4cc8fa60440c7b9	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
9a48794160f5b6de8f708cf98926a775	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Terriglobus
04dc14936a7c9ff7d6a5ebd22a91c342	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	MSB-3C8	MSB-3C8_ge
bc236d2ecd094d6d5b96d5268dcc4f4c	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
a2aecbf66fa27920410a8f9715ad6cd1	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
fd52379ecf6f7cbc1725ced0ab4948ea	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus
a4396a7c19e39bacc382fbfa8fc9c727	Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified	Verrucomicrobiota_unclassified
07be2ae1ebac27ba57db721bcd540e8e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alkaliflexus
3ddd61f09d3a050141a246a83d6a9445	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured
1fa13aaa6a1ce93359e901876b188408	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_fa	Babeliales_ge
a132a57d5279039fecabae80a6eda25d	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	uncultured
6139edc3b94288798bcfb5d3b1cbf5db	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured
15c7550f9dc5c9361b04ddff411de3a0	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophales_fa	Omnitrophales_ge
d424832f3cc49a1a6889915d724d2c45	Bacteria	Firmicutes	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter
06d1abf238eee1c979dd3aa2c8fbd37f	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
cb568166c74bb5c512750715f854dfae	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_	Granulicella
45761b759154a835ba5bc6ec5b902335	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV_fa	Lineage_IV_ge
d89cfec4655075094f999a08777877c8	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
f17ac029b02400ee9af193be37184be2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_unclassified	Bacillales_unclassified
b82154b210b3de32f9f5172edcacb1d0	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
4c596e4a71f3a2b2269caaa2e1406e57	Bacteria	Chloroflexi	Dehalococcoidia	GIF9	AB-539-J10	AB-539-J10_ge
577cdfac65aff8227097fd119f0cef43	Bacteria	Fibrobacterota	Chitinivibrionia	uncultured	uncultured_fa	uncultured_ge
44ccfafc6283a7f3ac8b60fc96ab9e50	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
f01f6795d9bd1f7e3549ff102ae12d06	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
0e5f47dde7039861ce831ff153442b1c	Bacteria	Gemmatimonadota	BD2-11_terrestrial_group	BD2-11_terrestrial_group_or	BD2-11_terrestrial_group_fa	BD2-11_terrestrial_group_ge
f46ab104e5d4ee0e241b56f5c714108c	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus
6c3684618ef8a8b2cae4406706330bf6	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_unclassified
d345fd2054db732a011db7eef3c42b88	Bacteria	Patescibacteria	Berkelbacteria	Berkelbacteria_or	Berkelbacteria_fa	Berkelbacteria_ge
14f37a69731a319799152f5378e27bdb	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_fa	SAR202_clade_ge
4f32187b18c8dea15ce8d6dfd5cfb73b	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_ge
24ca71dfbf4abe74441252bc51fcfdc6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azoarcus
b5e14534aca209554aa15331b91b0a68	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Candidatus_Vestibaculum
c15c267bf9725d0cd1e285725b77ed42	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
757f1a41efd96ba3784e6230d2d31952	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae_unclassified
6430b35a65f2074ebfb0a52132f0f50e	Bacteria	Firmicutes	Clostridia	Proteinivoracales	uncultured	uncultured_ge
8e7efc5e60c9a1eb38620948eda5dafa	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacteriaceae_unclassified
2f9cc98fdc3e105bf59c602769cd2860	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
e13e339f485d2d684a2f77e523e5167c	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	uncultured	uncultured_ge
41e6829a7f6e9723f964fba822d1ceda	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellulaceae_unclassified
749520f5284e89b7fed1774dff43801b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosiaceae_unclassified
abfb0fe61de02ff3a9735128b9ef1114	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
2330b122c1b0e2d1703cbc374c3d35e2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
7bbacd01e25ab10e615edbb08ed7e1eb	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Egicoccus
dc4e8f9df9d3f7987950b91dfb5c10b7	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
c6e0c63cde199767c3467261d3bb1b66	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium
1861ffc6b5f21b6e66d62346a95dd308	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Planktosalinus
5c9644b86ef765a8876c0ef602f99011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
17b89511c4935e5b29ddd1a315c02dd8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas
99b65b24e9d3fd19f0edd0e43582474c	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
03048761f926879ce88a93c281b598cb	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
a4627430688382379ae548498f86afc2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
aba65fba2cbbcf0e7b38e25926724772	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC_AAA011-D5	SCGC_AAA011-D5_ge
a9c309dfca9ace32f0dd546705e8c3ff	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales_fa	Babeliales_ge
